"FID","TURN","source","target"
"65_NLP_39_A_conv.json","13","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {offer_relief; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your phobia, but there are options like insulin pens that can make the process less intimidating and more manageable.
Client: I still prefer to delay it until January.
Counselor: I understand your fear, but delaying insulin could jeopardize your health, and overcoming this now can help prevent serious complications down the road.
Client: I still prefer to delay it until January due to my phobia of injections.
Answer: ","emotion_appeal"
"65_NLP_39_A_conv.json","15","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {emotion_appeal; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your fear, but delaying insulin could jeopardize your health, and overcoming this now can help prevent serious complications down the road.
Client: I still prefer to delay it until January due to my phobia of injections.
Counselor: I understand your fear, but starting insulin now can help protect your health and prevent any damage to your organs.
Client: I still prefer to delay it until January.
Answer: ","express_concern"
"65_NLP_39_A_conv.json","17","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {emotion_appeal; deny_to_try; express_concern; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your fear, but starting insulin now can help protect your health and prevent any damage to your organs.
Client: I still prefer to delay it until January.
Counselor: I'm really worried that delaying insulin could lead to significant health issues that might be harder to manage later.
Client: I still prefer to delay it until January.
Answer: ","offer_relief"
"65_NLP_39_A_conv.json","19","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {express_concern; deny_to_try; offer_relief; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I'm really worried that delaying insulin could lead to significant health issues that might be harder to manage later.
Client: I still prefer to delay it until January.
Counselor: I understand your fear and it's completely valid, but we can work together to make the transition to insulin as smooth and comfortable as possible for you.
Client: I still prefer to delay it until January.
Answer: ","express_concern"
"65_NLP_39_A_conv.json","21","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {offer_relief; deny_to_try; express_concern; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your fear and it's completely valid, but we can work together to make the transition to insulin as smooth and comfortable as possible for you.
Client: I still prefer to delay it until January.
Counselor: I am genuinely concerned that delaying insulin could severely impact your health in the long run.
Client: I still prefer to delay it until January due to my phobia of injections.
Answer: ","ask_concerns"
"10_NLP_05_B_conv.json","1","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {[CONVSTART]}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: 
Answer: ","greet"
"10_NLP_05_B_conv.json","3","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; greet}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Hello, thank you for seeing me today.
Client: Hello, thank you for having me.
Answer: ","task_related_inquiry"
"10_NLP_05_B_conv.json","5","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; greet; task_related_inquiry; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Hello, thank you for seeing me today.
Client: Hello, thank you for having me.
Counselor: Have you considered trying insulin to better control your diabetes, especially if your current medications aren't lowering your HbA1c sufficiently?
Client: What steps can I take to lower my HbA1c levels to below 7 mmol/L?
Answer: ","logical_appeal"
"10_NLP_05_B_conv.json","7","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {task_related_inquiry; request_information; logical_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Have you considered trying insulin to better control your diabetes, especially if your current medications aren't lowering your HbA1c sufficiently?
Client: What steps can I take to lower my HbA1c levels to below 7 mmol/L?
Counselor: In addition to medication and exercise, insulin can help you achieve a lower HbA1c level by precisely adjusting to your food intake and lifestyle.
Client: I'm not sure about trying insulin yet.
Answer: ","ask_concerns"
"10_NLP_05_B_conv.json","9","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {logical_appeal; deny_to_try; ask_concerns; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: In addition to medication and exercise, insulin can help you achieve a lower HbA1c level by precisely adjusting to your food intake and lifestyle.
Client: I'm not sure about trying insulin yet.
Counselor: Are there any specific concerns you have about starting insulin?
Client: How can I make it easier to stick to my new diet plan?
Answer: ","suggest_a_solution"
"10_NLP_05_B_conv.json","11","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {ask_concerns; request_information; suggest_a_solution; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Are there any specific concerns you have about starting insulin?
Client: How can I make it easier to stick to my new diet plan?
Counselor: Would you be open to adjusting your insulin regimen to match your food intake, even if your meals are small or infrequent?
Client: I'm still hesitant about starting insulin.
Answer: ","propose"
"10_NLP_05_B_conv.json","13","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {suggest_a_solution; deny_to_try; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Would you be open to adjusting your insulin regimen to match your food intake, even if your meals are small or infrequent?
Client: I'm still hesitant about starting insulin.
Counselor: How about we start with a low dosage of insulin tailored to your eating habits to see how it works for you?
Client: I still have concerns about starting insulin right now.
Answer: ","ask_concerns"
"10_NLP_05_B_conv.json","15","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; deny_to_try; ask_concerns; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: How about we start with a low dosage of insulin tailored to your eating habits to see how it works for you?
Client: I still have concerns about starting insulin right now.
Counselor: Can you share more about your concerns so we can address them together?
Client: What are the next steps if one of my arteries is blocked?
Answer: ","provide_insulin_information"
"10_NLP_05_B_conv.json","17","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {ask_concerns; request_information; provide_insulin_information; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Can you share more about your concerns so we can address them together?
Client: What are the next steps if one of my arteries is blocked?
Counselor: If you start insulin, rotating injection sites can prevent swelling, and regular monitoring will help tailor the dosage to your needs.
Client: I'm still not sure about starting insulin at this time.
Answer: ","emotion_appeal"
"10_NLP_05_B_conv.json","19","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {provide_insulin_information; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: If you start insulin, rotating injection sites can prevent swelling, and regular monitoring will help tailor the dosage to your needs.
Client: I'm still not sure about starting insulin at this time.
Counselor: I understand your hesitation, but starting insulin could significantly improve your quality of life and help you manage your diabetes more effectively.
Client: I appreciate your advice, but I still don't feel comfortable starting insulin right now.
Answer: ","emotion_appeal"
"10_NLP_05_B_conv.json","21","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {emotion_appeal; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your hesitation, but starting insulin could significantly improve your quality of life and help you manage your diabetes more effectively.
Client: I appreciate your advice, but I still don't feel comfortable starting insulin right now.
Counselor: I understand your feelings, but think about how much better you'll feel with better-controlled blood sugar levels.
Client: I still don't think I'm ready to start insulin.
Answer: ","propose"
"40_NLP_26_B_conv.json","1","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {[CONVSTART]}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: 
Answer: ","greet"
"40_NLP_26_B_conv.json","3","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; greet}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Hello, nice to see you here
Client: Hello, thank you for meeting with me.
Answer: ","express_interest"
"40_NLP_26_B_conv.json","5","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; greet; express_interest; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Hello, nice to see you here
Client: Hello, thank you for meeting with me.
Counselor: I'm glad you came in today; how are you managing your diabetes currently?
Client: I have some concerns about starting insulin, particularly regarding the risks of hypoglycemia and fainting—how can these be managed?
Answer: ","logical_appeal"
"40_NLP_26_B_conv.json","7","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {express_interest; request_information; logical_appeal; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I'm glad you came in today; how are you managing your diabetes currently?
Client: I have some concerns about starting insulin, particularly regarding the risks of hypoglycemia and fainting—how can these be managed?
Counselor: Regularly monitoring your blood sugar levels, adjusting insulin doses, and maintaining a consistent diet and exercise routine can significantly minimize the risk of hypoglycemia.
Client: Is diabetes truly irreversible, and what does it mean for my long-term health?
Answer: ","provide_insulin_information"
"40_NLP_26_B_conv.json","9","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {logical_appeal; request_information; provide_insulin_information; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Regularly monitoring your blood sugar levels, adjusting insulin doses, and maintaining a consistent diet and exercise routine can significantly minimize the risk of hypoglycemia.
Client: Is diabetes truly irreversible, and what does it mean for my long-term health?
Counselor: While diabetes is progressive and cannot be completely reversed to normal pancreatic function, using insulin can help achieve better blood sugar control and manage the disease effectively.
Client: How effective are my dietary changes in managing my blood sugar levels, and what further improvements can I make?
Answer: ","propose"
"40_NLP_26_B_conv.json","11","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {provide_insulin_information; request_information; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: While diabetes is progressive and cannot be completely reversed to normal pancreatic function, using insulin can help achieve better blood sugar control and manage the disease effectively.
Client: How effective are my dietary changes in managing my blood sugar levels, and what further improvements can I make?
Counselor: Diet and lifestyle changes are crucial, but incorporating insulin might be necessary to reach optimal blood sugar control.
Client: I'm not ready to start insulin therapy yet.
Answer: ","emotion_appeal"
"40_NLP_26_B_conv.json","13","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Diet and lifestyle changes are crucial, but incorporating insulin might be necessary to reach optimal blood sugar control.
Client: I'm not ready to start insulin therapy yet.
Counselor: I understand your hesitation, but starting insulin could significantly improve your quality of life and prevent potential complications down the road.
Client: I still feel hesitant and would like to explore other options first.
Answer: ","ask_concerns"
"40_NLP_26_B_conv.json","15","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {emotion_appeal; deny_to_try; ask_concerns; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your hesitation, but starting insulin could significantly improve your quality of life and prevent potential complications down the road.
Client: I still feel hesitant and would like to explore other options first.
Counselor: Can you share more about the other options you're considering and what concerns you the most about starting insulin?
Client: What are the risks of hypoglycemia and fainting with insulin therapy, and how can they be managed?
Answer: ","propose"
"40_NLP_26_B_conv.json","17","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {ask_concerns; request_information; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Can you share more about the other options you're considering and what concerns you the most about starting insulin?
Client: What are the risks of hypoglycemia and fainting with insulin therapy, and how can they be managed?
Counselor: Given your concerns, I suggest trying insulin alongside regular monitoring and a consistent diet to minimize risks and improve your overall health.
Client: I appreciate the suggestion, but I'd prefer to explore all other options before considering insulin.
Answer: ","logical_appeal"
"40_NLP_26_B_conv.json","19","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; deny_to_try; logical_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Given your concerns, I suggest trying insulin alongside regular monitoring and a consistent diet to minimize risks and improve your overall health.
Client: I appreciate the suggestion, but I'd prefer to explore all other options before considering insulin.
Counselor: While dietary and lifestyle changes are essential, they may not always be sufficient to achieve target blood sugar levels, making insulin a necessary step for optimal control.
Client: I'm still not convinced and would like to avoid insulin for now.
Answer: ","emotion_appeal"
"40_NLP_26_B_conv.json","21","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {logical_appeal; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: While dietary and lifestyle changes are essential, they may not always be sufficient to achieve target blood sugar levels, making insulin a necessary step for optimal control.
Client: I'm still not convinced and would like to avoid insulin for now.
Counselor: I understand your feelings, but starting insulin now can greatly reduce your risk of complications and help you lead a healthier life.
Client: I appreciate the advice, but I would like to avoid starting insulin therapy at this time.
Answer: ","ask_concerns"
"29_NLP_19_A_conv.json","2","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Client: Hello, nice to see you here
Answer: ","greet"
"29_NLP_19_A_conv.json","4","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; greet; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Client: Hello, nice to see you here
Counselor: Hello, it's great to see you too!
Client: Can you clarify the correct timing and dosage for my diabetes medication?
Answer: ","propose"
"29_NLP_19_A_conv.json","6","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; request_information; propose; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Hello, it's great to see you too!
Client: Can you clarify the correct timing and dosage for my diabetes medication?
Counselor: By regularly monitoring your blood sugar levels, especially fasting and post-meal readings, we can determine and adjust the correct insulin dosage to achieve your target levels.
Client: What are the benefits of starting insulin treatment, and are there ways to make the process less painful and more convenient?
Answer: ","propose"
"29_NLP_19_A_conv.json","8","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; request_information; propose; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: By regularly monitoring your blood sugar levels, especially fasting and post-meal readings, we can determine and adjust the correct insulin dosage to achieve your target levels.
Client: What are the benefits of starting insulin treatment, and are there ways to make the process less painful and more convenient?
Counselor: Starting insulin can significantly improve blood glucose control and potentially preserve pancreatic function, and we can ensure it is convenient and as painless as possible with proper techniques.
Client: How can I better manage my meal times to help control my blood sugar levels?
Answer: ","suggest_a_solution"
"29_NLP_19_A_conv.json","10","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; request_information; suggest_a_solution; acknowledge}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Starting insulin can significantly improve blood glucose control and potentially preserve pancreatic function, and we can ensure it is convenient and as painless as possible with proper techniques.
Client: How can I better manage my meal times to help control my blood sugar levels?
Counselor: You can better manage your meal times by planning meals carefully, reducing sweet and high-carbohydrate foods, and incorporating regular physical activity.
Client: Got it, thanks for the detailed explanation.
Answer: ","propose"
"29_NLP_19_A_conv.json","12","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {suggest_a_solution; acknowledge; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: You can better manage your meal times by planning meals carefully, reducing sweet and high-carbohydrate foods, and incorporating regular physical activity.
Client: Got it, thanks for the detailed explanation.
Counselor: Given the benefits of insulin in improving blood glucose control, would you consider trying it to better manage your diabetes?
Client: I'm still hesitant and have some concerns about starting insulin.
Answer: ","ask_concerns"
